Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
1968-69	BOS	"21,22"	Tom Webster	RW	F	20	70	170	R	-	0	10	4	1948	10/4/48	"0 G, 2 A, 2 P"
1969-70	BOS	11	Tom Webster	RW	F	21	70	170	R	-	1	10	4	1948	10/4/48	"0 G, 1 A, 1 P"
1970-71	DET	8	Tom Webster	RW	F	22	70	170	R	-	2	10	4	1948	10/4/48	"30 G, 37 A, 67 P"
1971-72	DET	8	Tom Webster	RW	F	23	70	170	R	-	3	10	4	1948	10/4/48	"1 G, 1 A, 2 P"
1971-72	CGS	16	Tom Webster	RW	F	23	70	170	R	-	3	10	4	1948	10/4/48	"2 G, 1 A, 3 P"
1979-80	DET	16	Tom Webster	RW	F	31	70	170	R	-	4	10	4	1948	10/4/48	"0 G, 0 A, 0 P"
1981-82	NYI	3	Tomas Jonsson	D	D	21	70	185	L	-	0	4	12	1960	4/12/60	"9 G, 25 A, 34 P"
1982-83	NYI	3	Tomas Jonsson	D	D	22	70	185	L	-	1	4	12	1960	4/12/60	"13 G, 35 A, 48 P"
1983-84	NYI	3	Tomas Jonsson	D	D	23	70	185	L	-	2	4	12	1960	4/12/60	"11 G, 36 A, 47 P"
1984-85	NYI	3	Tomas Jonsson	D	D	24	70	185	L	-	3	4	12	1960	4/12/60	"16 G, 34 A, 50 P"
1985-86	NYI	3	Tomas Jonsson	D	D	25	70	185	L	-	4	4	12	1960	4/12/60	"14 G, 30 A, 44 P"
1986-87	NYI	3	Tomas Jonsson	D	D	26	70	185	L	-	5	4	12	1960	4/12/60	"6 G, 25 A, 31 P"
1987-88	NYI	3	Tomas Jonsson	D	D	27	70	185	L	-	6	4	12	1960	4/12/60	"6 G, 41 A, 47 P"
1988-89	NYI	3	Tomas Jonsson	D	D	28	70	185	L	-	7	4	12	1960	4/12/60	"9 G, 23 A, 32 P"
1988-89	EDM	23	Tomas Jonsson	D	D	28	70	185	L	-	7	4	12	1960	4/12/60	"1 G, 10 A, 11 P"
2010-11	DET	21	Tomas Tatar	C	F	20	70	186	L	-	0	12	1	1990	12/1/90	"1 G, 0 A, 1 P"
2012-13	DET	21	Tomas Tatar	C	F	22	70	186	L	-	1	12	1	1990	12/1/90	"4 G, 3 A, 7 P"
2013-14	DET	21	Tomas Tatar	LW	F	23	70	186	L	-	2	12	1	1990	12/1/90	"19 G, 20 A, 39 P"
2014-15	DET	21	Tomas Tatar	LW	F	24	70	186	L	-	3	12	1	1990	12/1/90	"23 G, 18 A, 41 P"
2015-16	DET	21	Tomas Tatar	LW	F	25	70	185	L	-	4	12	1	1990	12/1/90	"21 G, 24 A, 45 P"
2016-17	DET	21	Tomas Tatar	LW	F	26	70	185	L	-	5	12	1	1990	12/1/90	"25 G, 21 A, 46 P"
2017-18	DET	21	Tomas Tatar	LW	F	27	70	185	L	-	6	12	1	1990	12/1/90	"12 G, 8 A, 20 P"
2000-01	LAK	17	Tomas Vlasak	LW	F	25	70	175	R	-	0	2	1	1975	2/1/75	"1 G, 3 A, 4 P"
1940-41	MTL		Tony Graboski	LW	F	24	70	178	L	-	0	5	9	1916	5/9/16	"4 G, 3 A, 7 P"
1941-42	MTL		Tony Graboski	LW	F	25	70	178	L	-	1	5	9	1916	5/9/16	"2 G, 5 A, 7 P"
1942-43	MTL		Tony Graboski	LW	F	26	70	178	L	-	2	5	9	1916	5/9/16	"0 G, 2 A, 2 P"
1988-89	NYR	"18,39"	Tony Granato	LW	F	24	70	185	R	-	0	7	25	1964	7/25/64	"36 G, 27 A, 63 P"
1989-90	LAK	14	Tony Granato	RW	F	25	70	185	R	-	1	7	25	1964	7/25/64	"5 G, 6 A, 11 P"
1989-90	NYR	18	Tony Granato	RW	F	25	70	185	R	-	1	7	25	1964	7/25/64	"7 G, 18 A, 25 P"
1990-91	LAK	21	Tony Granato	LW	F	26	70	185	R	-	2	7	25	1964	7/25/64	"30 G, 34 A, 64 P"
1991-92	LAK	21	Tony Granato	LW	F	27	70	185	R	-	3	7	25	1964	7/25/64	"39 G, 29 A, 68 P"
1992-93	LAK	21	Tony Granato	RW	F	28	70	185	R	-	4	7	25	1964	7/25/64	"37 G, 45 A, 82 P"
1993-94	LAK	21	Tony Granato	RW	F	29	70	185	R	-	5	7	25	1964	7/25/64	"7 G, 14 A, 21 P"
1994-95	LAK	21	Tony Granato	LW	F	30	70	185	R	-	6	7	25	1964	7/25/64	"13 G, 11 A, 24 P"
1995-96	LAK	21	Tony Granato	RW	F	31	70	185	R	-	7	7	25	1964	7/25/64	"17 G, 18 A, 35 P"
1996-97	SJS	21	Tony Granato	RW	F	32	70	185	R	-	8	7	25	1964	7/25/64	"25 G, 15 A, 40 P"
1997-98	SJS	21	Tony Granato	RW	F	33	70	185	R	-	9	7	25	1964	7/25/64	"16 G, 9 A, 25 P"
1998-99	SJS	21	Tony Granato	RW	F	34	70	185	R	-	10	7	25	1964	7/25/64	"6 G, 6 A, 12 P"
1999-00	SJS	21	Tony Granato	RW	F	35	70	185	R	-	11	7	25	1964	7/25/64	"6 G, 7 A, 13 P"
2000-01	SJS	21	Tony Granato	RW	F	36	70	185	R	-	12	7	25	1964	7/25/64	"4 G, 5 A, 9 P"
1987-88	STL	18	Tony Hrkac	C	F	21	70	190	L	-	0	7	7	1966	7/7/66	"11 G, 37 A, 48 P"
1988-89	STL	18	Tony Hrkac	LW	F	22	70	190	L	-	1	7	7	1966	7/7/66	"17 G, 28 A, 45 P"
1989-90	STL	18	Tony Hrkac	C	F	23	70	190	L	-	2	7	7	1966	7/7/66	"5 G, 12 A, 17 P"
1989-90	QUE	28	Tony Hrkac	C	F	23	70	190	L	-	2	7	7	1966	7/7/66	"4 G, 8 A, 12 P"
1990-91	QUE	40	Tony Hrkac	LW	F	24	70	190	L	-	3	7	7	1966	7/7/66	"16 G, 32 A, 48 P"
1991-92	SJS	10	Tony Hrkac	C	F	25	70	190	L	-	4	7	7	1966	7/7/66	"2 G, 10 A, 12 P"
1991-92	CHI	11	Tony Hrkac	C	F	25	70	190	L	-	4	7	7	1966	7/7/66	"1 G, 2 A, 3 P"
1993-94	STL	18	Tony Hrkac	C	F	27	70	190	L	-	5	7	7	1966	7/7/66	"6 G, 5 A, 11 P"
1997-98	EDM	20	Tony Hrkac	C	F	31	70	190	L	-	6	7	7	1966	7/7/66	"8 G, 11 A, 19 P"
1997-98	DAL	41	Tony Hrkac	C	F	31	70	190	L	-	6	7	7	1966	7/7/66	"5 G, 3 A, 8 P"
1998-99	DAL	41	Tony Hrkac	C	F	32	70	190	L	-	7	7	7	1966	7/7/66	"13 G, 14 A, 27 P"
1999-00	ANA	15	Tony Hrkac	C	F	33	70	190	L	-	8	7	7	1966	7/7/66	"4 G, 7 A, 11 P"
1999-00	NYI	17	Tony Hrkac	C	F	33	70	190	L	-	8	7	7	1966	7/7/66	"0 G, 2 A, 2 P"
2000-01	ANA	15	Tony Hrkac	C	F	34	70	190	L	-	9	7	7	1966	7/7/66	"13 G, 25 A, 38 P"
2001-02	ATL	12	Tony Hrkac	LW	F	35	70	190	L	-	10	7	7	1966	7/7/66	"18 G, 26 A, 44 P"
2002-03	ATL	12	Tony Hrkac	C	F	36	70	190	L	-	11	7	7	1966	7/7/66	"9 G, 17 A, 26 P"
2001-02	MIN	26	Tony Virta	RW	F	29	70	196	L	-	0	6	28	1972	6/28/72	"2 G, 3 A, 5 P"
1974-75	WSH	26	Tony White	LW	F	20	70	175	L	-	0	6	16	1954	6/16/54	"0 G, 2 A, 2 P"
1975-76	WSH	20	Tony White	LW	F	21	70	175	L	-	1	6	16	1954	6/16/54	"25 G, 17 A, 42 P"
1976-77	WSH	20	Tony White	LW	F	22	70	175	L	-	2	6	16	1954	6/16/54	"12 G, 9 A, 21 P"
1977-78	WSH	20	Tony White	LW	F	23	70	175	L	-	3	6	16	1954	6/16/54	"0 G, 0 A, 0 P"
1979-80	MNS	24	Tony White	LW	F	25	70	175	L	-	4	6	16	1954	6/16/54	"0 G, 0 A, 0 P"
2016-17	PHI	11	Travis Konecny	C	F	19	70	175	R	-	0	3	11	1997	3/11/97	"11 G, 17 A, 28 P"
2017-18	PHI	11	Travis Konecny	C	F	20	70	175	R	-	1	3	11	1997	3/11/97	"7 G, 12 A, 19 P"
1998-99	PHX	50	Trevor Letowski	C	F	21	70	180	R	-	0	4	5	1977	4/5/77	"2 G, 2 A, 4 P"
1999-00	PHX	10	Trevor Letowski	C	F	22	70	180	R	-	1	4	5	1977	4/5/77	"19 G, 20 A, 39 P"
2000-01	PHX	10	Trevor Letowski	C	F	23	70	180	R	-	2	4	5	1977	4/5/77	"7 G, 15 A, 22 P"
2001-02	PHX	10	Trevor Letowski	RW	F	24	70	180	R	-	3	4	5	1977	4/5/77	"2 G, 6 A, 8 P"
2001-02	VAN	10	Trevor Letowski	RW	F	24	70	180	R	-	3	4	5	1977	4/5/77	"7 G, 10 A, 17 P"
2002-03	VAN	10	Trevor Letowski	RW	F	25	70	180	R	-	4	4	5	1977	4/5/77	"11 G, 14 A, 25 P"
2003-04	CBJ	10	Trevor Letowski	RW	F	26	70	180	R	-	5	4	5	1977	4/5/77	"15 G, 17 A, 32 P"
2005-06	CBJ	10	Trevor Letowski	RW	F	28	70	180	R	-	6	4	5	1977	4/5/77	"10 G, 18 A, 28 P"
2006-07	CAR	19	Trevor Letowski	RW	F	29	70	180	R	-	7	4	5	1977	4/5/77	"2 G, 6 A, 8 P"
2007-08	CAR	19	Trevor Letowski	RW	F	30	70	180	R	-	8	4	5	1977	4/5/77	"9 G, 9 A, 18 P"
2016-17	VAN	51	Troy Stecher	D	D	22	70	190	R	-	0	4	7	1994	4/7/94	"3 G, 21 A, 24 P"
2017-18	VAN	51	Troy Stecher	D	D	23	70	190	R	-	1	4	7	1994	4/7/94	"1 G, 2 A, 3 P"
1989-90	WSH	39	Tyler Larter	C	F	21	70	185	L	-	0	3	12	1968	3/12/68	"0 G, 0 A, 0 P"
2016-17	CHI	64	Tyler Motte	LW	F	21	70	191	L	-	0	3	10	1995	3/10/95	"4 G, 3 A, 7 P"
2017-18	CBJ	64	Tyler Motte	LW	F	22	70	191	L	-	1	3	10	1995	3/10/95	"3 G, 2 A, 5 P"
2011-12	COL	41	Tyson Barrie	D	D	20	70	191	R	-	0	7	26	1991	7/26/91	"0 G, 0 A, 0 P"
2012-13	COL	41	Tyson Barrie	D	D	21	70	191	R	-	1	7	26	1991	7/26/91	"2 G, 11 A, 13 P"
2013-14	COL	4	Tyson Barrie	D	D	22	70	191	R	-	2	7	26	1991	7/26/91	"13 G, 25 A, 38 P"
2014-15	COL	4	Tyson Barrie	D	D	23	70	191	R	-	3	7	26	1991	7/26/91	"6 G, 25 A, 31 P"
2015-16	COL	4	Tyson Barrie	D	D	24	70	190	R	-	4	7	26	1991	7/26/91	"13 G, 36 A, 49 P"
2016-17	COL	4	Tyson Barrie	D	D	25	70	190	R	-	5	7	26	1991	7/26/91	"7 G, 31 A, 38 P"
2017-18	COL	4	Tyson Barrie	D	D	26	70	190	R	-	6	7	26	1991	7/26/91	"4 G, 23 A, 27 P"
1981-82	MNS	6	Udo Kiessling	D	D	26	70	180	L	-	0	5	21	1955	5/21/55	"0 G, 0 A, 0 P"
1948-49	NYR		Val Delory	LW	F	21	70	160	L	-	0	2	14	1927	2/14/27	"0 G, 0 A, 0 P"
1959-60	DET	12	Val Fonteyne	LW	F	26	70	160	L	-	0	12	2	1933	12/2/33	"4 G, 7 A, 11 P"
1960-61	DET	12	Val Fonteyne	LW	F	27	70	160	L	-	1	12	2	1933	12/2/33	"6 G, 11 A, 17 P"
1961-62	DET	12	Val Fonteyne	LW	F	28	70	160	L	-	2	12	2	1933	12/2/33	"5 G, 5 A, 10 P"
1962-63	DET	19	Val Fonteyne	LW	F	29	70	160	L	-	3	12	2	1933	12/2/33	"6 G, 14 A, 20 P"
1963-64	NYR	14	Val Fonteyne	LW	F	30	70	160	L	-	4	12	2	1933	12/2/33	"7 G, 18 A, 25 P"
1964-65	NYR	14	Val Fonteyne	LW	F	31	70	160	L	-	5	12	2	1933	12/2/33	"0 G, 1 A, 1 P"
1964-65	DET	21	Val Fonteyne	LW	F	31	70	160	L	-	5	12	2	1933	12/2/33	"2 G, 5 A, 7 P"
1965-66	DET	11	Val Fonteyne	LW	F	32	70	160	L	-	6	12	2	1933	12/2/33	"5 G, 10 A, 15 P"
1966-67	DET	8	Val Fonteyne	C	F	33	70	160	L	-	7	12	2	1933	12/2/33	"1 G, 1 A, 2 P"
1967-68	PIT	8	Val Fonteyne	LW	F	34	70	160	L	-	8	12	2	1933	12/2/33	"6 G, 28 A, 34 P"
1968-69	PIT	8	Val Fonteyne	LW	F	35	70	160	L	-	9	12	2	1933	12/2/33	"12 G, 17 A, 29 P"
1969-70	PIT	8	Val Fonteyne	LW	F	36	70	160	L	-	10	12	2	1933	12/2/33	"11 G, 15 A, 26 P"
1970-71	PIT	8	Val Fonteyne	LW	F	37	70	160	L	-	11	12	2	1933	12/2/33	"4 G, 9 A, 13 P"
1971-72	PIT	8	Val Fonteyne	LW	F	38	70	160	L	-	12	12	2	1933	12/2/33	"6 G, 13 A, 19 P"
1994-95	MTL	18	Valeri Bure	RW	F	20	70	185	R	-	0	6	13	1974	6/13/74	"3 G, 1 A, 4 P"
1995-96	MTL	18	Valeri Bure	RW	F	21	70	185	R	-	1	6	13	1974	6/13/74	"22 G, 20 A, 42 P"
1996-97	MTL	18	Valeri Bure	RW	F	22	70	185	R	-	2	6	13	1974	6/13/74	"14 G, 21 A, 35 P"
1997-98	CGY	8	Valeri Bure	RW	F	23	70	185	R	-	3	6	13	1974	6/13/74	"5 G, 4 A, 9 P"
1997-98	MTL	20	Valeri Bure	RW	F	23	70	185	R	-	3	6	13	1974	6/13/74	"7 G, 22 A, 29 P"
1998-99	CGY	8	Valeri Bure	RW	F	24	70	185	R	-	4	6	13	1974	6/13/74	"26 G, 27 A, 53 P"
1999-00	CGY	8	Valeri Bure	RW	F	25	70	185	R	-	5	6	13	1974	6/13/74	"35 G, 40 A, 75 P"
2000-01	CGY	8	Valeri Bure	RW	F	26	70	185	R	-	6	6	13	1974	6/13/74	"27 G, 28 A, 55 P"
2001-02	FLA	20	Valeri Bure	RW	F	27	70	185	R	-	7	6	13	1974	6/13/74	"8 G, 10 A, 18 P"
2002-03	STL	13	Valeri Bure	RW	F	28	70	185	R	-	8	6	13	1974	6/13/74	"0 G, 2 A, 2 P"
2002-03	FLA	20	Valeri Bure	RW	F	28	70	185	R	-	8	6	13	1974	6/13/74	"5 G, 21 A, 26 P"
2003-04	FLA	8	Valeri Bure	RW	F	29	70	185	R	-	9	6	13	1974	6/13/74	"20 G, 25 A, 45 P"
2003-04	DAL	17	Valeri Bure	RW	F	29	70	185	R	-	9	6	13	1974	6/13/74	"2 G, 5 A, 7 P"
1994-95	ANA	11	Valeri Karpov	RW	F	23	70	176	L	-	0	8	5	1971	8/5/71	"4 G, 7 A, 11 P"
1995-96	ANA	11	Valeri Karpov	LW	F	24	70	176	L	-	1	8	5	1971	8/5/71	"9 G, 8 A, 17 P"
1996-97	ANA	11	Valeri Karpov	RW	F	25	70	176	L	-	2	8	5	1971	8/5/71	"1 G, 0 A, 1 P"
2001-02	SJS	29	Vesa Toskala	G	G	24	70	195	-	L	0	5	20	1977	5/20/77	"0-0-0, 0.00 GAA"
2002-03	SJS	29	Vesa Toskala	G	G	25	70	195	-	L	1	5	20	1977	5/20/77	"4-3-1, 2.35 GAA"
2003-04	SJS	35	Vesa Toskala	G	G	26	70	195	-	L	2	5	20	1977	5/20/77	"12-8-4, 2.06 GAA"
2005-06	SJS	35	Vesa Toskala	G	G	28	70	195	-	L	3	5	20	1977	5/20/77	"23-7-4, 2.56 GAA"
2006-07	SJS	35	Vesa Toskala	G	G	29	70	195	-	L	4	5	20	1977	5/20/77	"26-10-1, 2.35 GAA"
2007-08	TOR	35	Vesa Toskala	G	G	30	70	195	-	L	5	5	20	1977	5/20/77	"33-25-6, 2.74 GAA"
2008-09	TOR	35	Vesa Toskala	G	G	31	70	195	-	L	6	5	20	1977	5/20/77	"22-17-11, 3.26 GAA"
2009-10	CGY	35	Vesa Toskala	G	G	32	70	195	-	L	7	5	20	1977	5/20/77	"2-0-0, 2.26 GAA"
2009-10	TOR	35	Vesa Toskala	G	G	32	70	195	-	L	7	5	20	1977	5/20/77	"7-12-3, 3.66 GAA"
1942-43	NYR		Vic Lynn	LW	F	18	70	175	L	-	0	1	26	1925	1/26/25	"0 G, 0 A, 0 P"
1943-44	DET		Vic Lynn	LW	F	19	70	175	L	-	1	1	26	1925	1/26/25	"0 G, 0 A, 0 P"
1945-46	MTL		Vic Lynn	LW	F	21	70	175	L	-	2	1	26	1925	1/26/25	"0 G, 0 A, 0 P"
1946-47	TOR		Vic Lynn	D	D	22	70	175	L	-	3	1	26	1925	1/26/25	"6 G, 14 A, 20 P"
1947-48	TOR		Vic Lynn	LW	F	23	70	175	L	-	4	1	26	1925	1/26/25	"12 G, 22 A, 34 P"
1948-49	TOR		Vic Lynn	LW	F	24	70	175	L	-	5	1	26	1925	1/26/25	"7 G, 9 A, 16 P"
1949-50	TOR		Vic Lynn	D	D	25	70	175	L	-	6	1	26	1925	1/26/25	"7 G, 13 A, 20 P"
1950-51	BOS	6	Vic Lynn	D	D	26	70	175	L	-	7	1	26	1925	1/26/25	"14 G, 6 A, 20 P"
1951-52	BOS	6	Vic Lynn	D	D	27	70	175	L	-	8	1	26	1925	1/26/25	"2 G, 2 A, 4 P"
1952-53	CHI	10	Vic Lynn	LW	F	28	70	175	L	-	9	1	26	1925	1/26/25	"0 G, 10 A, 10 P"
1953-54	CHI	10	Vic Lynn	LW	F	29	70	175	L	-	10	1	26	1925	1/26/25	"1 G, 0 A, 1 P"
1992-93	BUF	9	Viktor Gordiouk	RW	F	22	70	176	R	-	0	4	11	1970	4/11/70	"3 G, 6 A, 9 P"
1994-95	BUF	9	Viktor Gordiouk	RW	F	24	70	176	R	-	1	4	11	1970	4/11/70	"0 G, 2 A, 2 P"
1987-88	MTL	40	Vincent Riendeau	G	G	21	70	185	-	L	0	4	20	1966	4/20/66	"0-0-0, 8.33 GAA"
1988-89	STL	30	Vincent Riendeau	G	G	22	70	185	-	L	1	4	20	1966	4/20/66	"11-15-5, 3.52 GAA"
1989-90	STL	30	Vincent Riendeau	G	G	23	70	185	-	L	2	4	20	1966	4/20/66	"17-19-5, 3.50 GAA"
1990-91	STL	30	Vincent Riendeau	G	G	24	70	185	-	L	3	4	20	1966	4/20/66	"29-9-6, 3.01 GAA"
1991-92	STL	30	Vincent Riendeau	G	G	25	70	185	-	L	4	4	20	1966	4/20/66	"1-2-0, 4.20 GAA"
1991-92	DET	37	Vincent Riendeau	G	G	25	70	185	-	L	4	4	20	1966	4/20/66	"2-0-0, 1.38 GAA"
1992-93	DET	37	Vincent Riendeau	G	G	26	70	185	-	L	5	4	20	1966	4/20/66	"13-4-2, 3.22 GAA"
1993-94	BOS	37	Vincent Riendeau	G	G	27	70	185	-	L	6	4	20	1966	4/20/66	"7-6-1, 3.07 GAA"
1993-94	DET	37	Vincent Riendeau	G	G	27	70	185	-	L	6	4	20	1966	4/20/66	"2-4-0, 4.00 GAA"
1994-95	BOS	37	Vincent Riendeau	G	G	28	70	185	-	L	7	4	20	1966	4/20/66	"3-6-1, 2.87 GAA"
2013-14	FLA	67	Vincent Trocheck	C	F	20	70	182	R	-	0	7	11	1993	7/11/93	"5 G, 3 A, 8 P"
2014-15	FLA	21	Vincent Trocheck	C	F	21	70	182	R	-	1	7	11	1993	7/11/93	"4 G, 9 A, 13 P"
2015-16	FLA	21	Vincent Trocheck	C	F	22	70	182	R	-	2	7	11	1993	7/11/93	"25 G, 28 A, 53 P"
2016-17	FLA	21	Vincent Trocheck	C	F	23	70	182	R	-	3	7	11	1993	7/11/93	"23 G, 31 A, 54 P"
2017-18	FLA	21	Vincent Trocheck	C	F	24	70	182	R	-	4	7	11	1993	7/11/93	"18 G, 25 A, 43 P"
2000-01	NYR	31	Vitali Yeremeyev	G	G	25	70	167	-	L	0	9	23	1975	9/23/75	"0-4-0, 4.53 GAA"
2007-08	BOS	60	Vladimir Sobotka	C	F	20	70	197	L	-	0	7	2	1987	7/2/87	"1 G, 6 A, 7 P"
2008-09	BOS	60	Vladimir Sobotka	C	F	21	70	197	L	-	1	7	2	1987	7/2/87	"1 G, 4 A, 5 P"
2009-10	BOS	60	Vladimir Sobotka	C	F	22	70	197	L	-	2	7	2	1987	7/2/87	"4 G, 6 A, 10 P"
2010-11	STL	17	Vladimir Sobotka	C	F	23	70	197	L	-	3	7	2	1987	7/2/87	"7 G, 22 A, 29 P"
2011-12	STL	17	Vladimir Sobotka	C	F	24	70	197	L	-	4	7	2	1987	7/2/87	"5 G, 15 A, 20 P"
2012-13	STL	17	Vladimir Sobotka	C	F	25	70	197	L	-	5	7	2	1987	7/2/87	"8 G, 11 A, 19 P"
2013-14	STL	17	Vladimir Sobotka	C	F	26	70	197	L	-	6	7	2	1987	7/2/87	"9 G, 24 A, 33 P"
2016-17	STL	71	Vladimir Sobotka	LW	F	29	70	184	L	-	7	7	2	1987	7/2/87	"1 G, 0 A, 1 P"
2017-18	STL	71	Vladimir Sobotka	LW	F	30	70	184	L	-	8	7	2	1987	7/2/87	"8 G, 14 A, 22 P"
2005-06	DAL	53	Vojtech Polak	LW	F	20	70	180	L	-	0	6	27	1985	6/27/85	"0 G, 0 A, 0 P"
2006-07	DAL	24	Vojtech Polak	LW	F	21	70	180	L	-	1	6	27	1985	6/27/85	"0 G, 0 A, 0 P"
1991-92	DET	13	Vyacheslav Kozlov	C	F	19	70	190	L	-	0	5	3	1972	5/3/72	"0 G, 2 A, 2 P"
1992-93	DET	13	Vyacheslav Kozlov	C	F	20	70	190	L	-	1	5	3	1972	5/3/72	"4 G, 1 A, 5 P"
1993-94	DET	13	Vyacheslav Kozlov	LW	F	21	70	190	L	-	2	5	3	1972	5/3/72	"34 G, 39 A, 73 P"
1994-95	DET	13	Vyacheslav Kozlov	LW	F	22	70	190	L	-	3	5	3	1972	5/3/72	"13 G, 20 A, 33 P"
1995-96	DET	13	Vyacheslav Kozlov	LW	F	23	70	190	L	-	4	5	3	1972	5/3/72	"36 G, 37 A, 73 P"
1996-97	DET	13	Vyacheslav Kozlov	C	F	24	70	190	L	-	5	5	3	1972	5/3/72	"23 G, 22 A, 45 P"
1997-98	DET	13	Vyacheslav Kozlov	LW	F	25	70	190	L	-	6	5	3	1972	5/3/72	"25 G, 27 A, 52 P"
1998-99	DET	13	Vyacheslav Kozlov	C	F	26	70	190	L	-	7	5	3	1972	5/3/72	"29 G, 29 A, 58 P"
1999-00	DET	13	Vyacheslav Kozlov	LW	F	27	70	190	L	-	8	5	3	1972	5/3/72	"18 G, 18 A, 36 P"
2000-01	DET	13	Vyacheslav Kozlov	LW	F	28	70	190	L	-	9	5	3	1972	5/3/72	"20 G, 18 A, 38 P"
2001-02	BUF	13	Vyacheslav Kozlov	LW	F	29	70	190	L	-	10	5	3	1972	5/3/72	"9 G, 13 A, 22 P"
2002-03	ATL	13	Vyacheslav Kozlov	RW	F	30	70	190	L	-	11	5	3	1972	5/3/72	"21 G, 49 A, 70 P"
2003-04	ATL	13	Vyacheslav Kozlov	C	F	31	70	190	L	-	12	5	3	1972	5/3/72	"20 G, 32 A, 52 P"
2005-06	ATL	13	Vyacheslav Kozlov	LW	F	33	70	190	L	-	13	5	3	1972	5/3/72	"25 G, 46 A, 71 P"
2006-07	ATL	13	Vyacheslav Kozlov	LW	F	34	70	190	L	-	14	5	3	1972	5/3/72	"28 G, 52 A, 80 P"
2007-08	ATL	13	Vyacheslav Kozlov	LW	F	35	70	190	L	-	15	5	3	1972	5/3/72	"17 G, 24 A, 41 P"
2008-09	ATL	13	Vyacheslav Kozlov	LW	F	36	70	190	L	-	16	5	3	1972	5/3/72	"26 G, 50 A, 76 P"
2009-10	ATL	13	Vyacheslav Kozlov	LW	F	37	70	190	L	-	17	5	3	1972	5/3/72	"8 G, 18 A, 26 P"
2003-04	NYI	34	Wade Dubielewicz	G	G	25	70	180	-	L	0	1	30	1979	1/30/79	"1-0-1, 1.71 GAA"
2005-06	NYI	34	Wade Dubielewicz	G	G	27	70	180	-	L	1	1	30	1979	1/30/79	"2-3-0, 2.90 GAA"
2006-07	NYI	34	Wade Dubielewicz	G	G	28	70	180	-	L	2	1	30	1979	1/30/79	"4-1-0, 2.06 GAA"
2007-08	NYI	34	Wade Dubielewicz	G	G	29	70	180	-	L	3	1	30	1979	1/30/79	"9-9-1, 2.70 GAA"
2008-09	CBJ	34	Wade Dubielewicz	G	G	30	70	180	-	L	4	1	30	1979	1/30/79	"1-2-0, 3.55 GAA"
2009-10	MIN	31	Wade Dubielewicz	G	G	31	70	180	-	L	5	1	30	1979	1/30/79	"1-1-0, 2.97 GAA"
1952-53	TOR	26	Wally Maxwell	C	F	19	70	158	L	-	0	8	24	1933	8/24/33	"0 G, 0 A, 0 P"
1943-44	CHI		Walt Farrant	RW	F	31	70	155	R	-	0	8	12	1912	8/12/12	"0 G, 0 A, 0 P"
1932-33	MTL		Walt McCartney	D	D	21	70	160	L	-	0	4	26	1911	4/26/11	0 G 0 A 0 P
1933-34	BOS		Walter Harnott	F	F	24	70	175	L	-	0	9	24	1909	9/24/09	"0 G, 0 A, 0 P"
1933-34	OTT		Walter Kalbfleisch	D	D	22	70	175	R	-	0	12	18	1911	12/18/11	0 G 4 A 4 P
1934-35	STE		Walter Kalbfleisch	D	D	23	70	175	R	-	1	12	18	1911	12/18/11	0 G 0 A 0 P
1935-36	NYA		Walter Kalbfleisch	D	D	24	70	175	R	-	2	12	18	1911	12/18/11	0 G 0 A 0 P
1936-37	BOS		Walter Kalbfleisch	D	D	25	70	175	R	-	3	12	18	1911	12/18/11	"0 G, 0 A, 0 P"
1936-37	NYA		Walter Kalbfleisch	D	D	25	70	175	R	-	3	12	18	1911	12/18/11	0 G 0 A 0 P
1973-74	PIT	14	Wayne Bianchin	LW	F	20	70	180	L	-	0	9	6	1953	9/6/53	"12 G, 13 A, 25 P"
1974-75	PIT	14	Wayne Bianchin	LW	F	21	70	180	L	-	1	9	6	1953	9/6/53	"0 G, 0 A, 0 P"
1975-76	PIT	14	Wayne Bianchin	LW	F	22	70	180	L	-	2	9	6	1953	9/6/53	"1 G, 5 A, 6 P"
1976-77	PIT	14	Wayne Bianchin	LW	F	23	70	180	L	-	3	9	6	1953	9/6/53	"28 G, 6 A, 34 P"
1977-78	PIT	14	Wayne Bianchin	LW	F	24	70	180	L	-	4	9	6	1953	9/6/53	"20 G, 13 A, 33 P"
1978-79	PIT	14	Wayne Bianchin	LW	F	25	70	180	L	-	5	9	6	1953	9/6/53	"7 G, 4 A, 11 P"
1979-80	EDM	15	Wayne Bianchin	LW	F	26	70	180	L	-	6	9	6	1953	9/6/53	"0 G, 0 A, 0 P"
1960-61	MTL	"15,24"	Wayne Connelly	C	F	21	70	170	R	-	0	12	16	1939	12/16/39	"0 G, 0 A, 0 P"
1961-62	BOS	8	Wayne Connelly	C	F	22	70	170	R	-	1	12	16	1939	12/16/39	"8 G, 12 A, 20 P"
1962-63	BOS	8	Wayne Connelly	C	F	23	70	170	R	-	2	12	16	1939	12/16/39	"2 G, 6 A, 8 P"
1963-64	BOS	8	Wayne Connelly	RW	F	24	70	170	R	-	3	12	16	1939	12/16/39	"2 G, 3 A, 5 P"
1966-67	BOS	17	Wayne Connelly	C	F	27	70	170	R	-	4	12	16	1939	12/16/39	"13 G, 17 A, 30 P"
